"","Opinion_A","Opinion_B","No_Opinion","Peak_Rate","Prcnt_Same_Clust","Duration","Links","Expertise_Influence","P_Prop","P_H_SD","Agent_type","Percentage"
"1",49.7882117882118,50.0959040959041,0.115884115884116,11.498,49.9682056453403,21.72,0.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.7882117882118
"2",50.1618381618382,49.7382617382618,0.0999000999000999,17.168,49.8519928220702,15.16,1,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1618381618382
"3",50.015984015984,49.8841158841159,0.0999000999000999,22.12,49.9480639320968,12.34,1.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.015984015984
"4",49.946053946054,49.954045954046,0.0999000999000999,25.258,49.841898794931,10.96,2,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.946053946054
"5",50.0599400599401,49.8401598401598,0.0999000999000999,29.652,49.9593176185829,10,2.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.0599400599401
"6",50.1258741258741,49.7742257742258,0.0999000999000999,30.858,49.8922740300656,9.26,3,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1258741258741
"7",49.8461538461539,50.0539460539461,0.0999000999000999,36.088,49.8474458265065,8.94,3.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.8461538461539
"8",50.3316683316683,49.5684315684315,0.0999000999000999,37.644,49.8821976461297,8.38,4,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.3316683316683
"9",50.025974025974,49.8741258741259,0.0999000999000999,37.226,49.9094450315328,8,4.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.025974025974
"10",50.1938061938062,49.7062937062937,0.0999000999000999,39.442,49.903230539536,7.94,5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1938061938062
"11",50.0719280719281,49.8281718281718,0.0999000999000999,43.638,49.8908826154737,7.58,5.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.0719280719281
"12",50.1238761238761,49.7762237762238,0.0999000999000999,46.71,49.8981045094497,7.1,6,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1238761238761
"13",49.6243756243756,50.2757242757243,0.0999000999000999,49.548,49.8721806201368,7.02,6.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.6243756243756
"14",49.956043956044,49.944055944056,0.0999000999000999,49.802,49.8970811532885,7,7,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.956043956044
"15",49.938061938062,49.962037962038,0.0999000999000999,49.952,49.953825906346,7,7.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.938061938062
"16",49.6703296703297,50.2297702297702,0.0999000999000999,48.002,49.938902942111,7,8,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.6703296703297
"17",50.031968031968,49.8681318681319,0.0999000999000999,47.314,49.898815928926,6.78,8.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.031968031968
"18",50.1118881118881,49.7882117882118,0.0999000999000999,49.032,49.921451392344,6.46,9,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1118881118881
"19",50.4215784215784,49.4785214785215,0.0999000999000999,51.362,49.8896346884924,6.18,9.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.4215784215784
"20",50.1338661338661,49.7662337662338,0.0999000999000999,55.612,49.8735077392155,6.06,10,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1338661338661
"21",49.9040959040959,49.996003996004,0.0999000999000999,59.944,49.9104640336136,6,10.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.9040959040959
"22",50.1938061938062,49.7062937062937,0.0999000999000999,63.084,49.9378831135041,6,11,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1938061938062
"23",49.8281718281718,50.0719280719281,0.0999000999000999,66.562,49.899716585235,6,11.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.8281718281718
"24",50.1298701298701,49.7702297702298,0.0999000999000999,69.532,49.9509785228488,6,12,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1298701298701
