"","Opinion_A","Opinion_B","No_Opinion","Peak_Rate","Prcnt_Same_Clust","Duration","Links","Expertise_Influence","P_Prop","P_H_SD","Agent_type","Percentage"
"1",50.2497502497502,49.6503496503497,0.0999000999000999,11.75,50.1363747557803,21.76,0.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.2497502497502
"2",49.8041958041958,50.0959040959041,0.0999000999000999,17.292,49.8469004996037,15.12,1,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.8041958041958
"3",49.7922077922078,50.1078921078921,0.0999000999000999,21.778,49.9923878253627,12.28,1.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.7922077922078
"4",50.2497502497502,49.6503496503496,0.0999000999000999,25.426,49.9416721789993,11.02,2,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.2497502497502
"5",49.6383616383616,50.2617382617383,0.0999000999000999,29.926,49.8819230776612,9.96,2.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.6383616383616
"6",50.007992007992,49.8921078921079,0.0999000999000999,31.12,49.9090587009912,9.16,3,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.007992007992
"7",50.2477522477523,49.6523476523476,0.0999000999000999,35.878,49.8814376403059,8.94,3.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.2477522477523
"8",50.1278721278721,49.7722277722278,0.0999000999000999,37.282,49.8461804374865,8.4,4,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1278721278721
"9",49.6983016983017,50.2017982017982,0.0999000999000999,36.81,49.9175771105568,8.04,4.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.6983016983017
"10",49.972027972028,49.9280719280719,0.0999000999000999,38.414,49.9290959598687,8,5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.972027972028
"11",49.6283716283716,50.2717282717283,0.0999000999000999,43.826,49.8868191144707,7.54,5.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.6283716283716
"12",50.2057942057942,49.6943056943057,0.0999000999000999,47.44,49.9225702850206,7.12,6,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.2057942057942
"13",50,49.9000999000999,0.0999000999000999,49.29,49.9095502042673,7,6.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50
"14",49.7142857142857,50.1858141858142,0.0999000999000999,50.682,49.8771747933342,7,7,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.7142857142857
"15",49.7182817182817,50.1818181818182,0.0999000999000999,48.57,49.9095553945012,7,7.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.7182817182817
"16",50.2297702297702,49.6703296703297,0.0999000999000999,47.978,49.8895888607833,6.98,8,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.2297702297702
"17",50.2617382617383,49.6383616383616,0.0999000999000999,47.18,49.935245950715,6.86,8.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.2617382617383
"18",49.6683316683317,50.2317682317682,0.0999000999000999,48.476,49.895706222765,6.54,9,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.6683316683317
"19",49.6903096903097,50.2097902097902,0.0999000999000999,52.842,49.9118904026749,6.14,9.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.6903096903097
"20",49.8601398601399,50.03996003996,0.0999000999000999,56.114,49.8823768288325,6.1,10,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.8601398601399
"21",50.1178821178821,49.7822177822178,0.0999000999000999,59.546,49.899391680139,6,10.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1178821178821
"22",50.003996003996,49.8961038961039,0.0999000999000999,63.85,49.8980433579592,6,11,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.003996003996
"23",50.0879120879121,49.8121878121878,0.0999000999000999,66.842,49.8885035496781,6,11.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.0879120879121
"24",50.0959040959041,49.8041958041958,0.0999000999000999,69.792,49.8891618705532,6,12,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.0959040959041
"25",49.7662337662338,50.1338661338661,0.0999000999000999,72.466,49.8983473764417,6,12.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.7662337662338
"26",50.02997002997,49.8701298701299,0.0999000999000999,74.282,49.9175699004628,6,13,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.02997002997
"27",49.5664335664336,50.3336663336663,0.0999000999000999,76.892,49.8825103824292,6,13.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.5664335664336
"28",49.6323676323676,50.2677322677323,0.0999000999000999,77.756,49.882482612946,6,14,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.6323676323676
"29",49.5664335664336,50.3336663336663,0.0999000999000999,78.944,49.8924700368714,5.98,14.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.5664335664336
"30",50.0739260739261,49.8261738261738,0.0999000999000999,79.038,49.9004444366038,5.94,15,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.0739260739261
"31",50.1798201798202,49.7202797202797,0.0999000999000999,79.234,49.8934606510696,5.92,15.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1798201798202
"32",49.8761238761239,50.023976023976,0.0999000999000999,78.938,49.9163230893911,5.72,16,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.8761238761239
"33",50.02997002997,49.8701298701299,0.0999000999000999,78.094,49.9358826945013,5.5,16.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.02997002997
"34",50.1338661338661,49.7662337662338,0.0999000999000999,77.45,49.8973918282483,5.38,17,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1338661338661
"35",49.8341658341658,50.0659340659341,0.0999000999000999,76.522,49.8897093675617,5.12,17.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.8341658341658
"36",49.7102897102897,50.1898101898102,0.0999000999000999,75.58,49.9216596588856,5.08,18,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.7102897102897
"37",49.9460539460539,49.9540459540459,0.0999000999000999,74.478,49.8830464613741,5.04,18.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.9460539460539
"38",49.978021978022,49.9220779220779,0.0999000999000999,73.208,49.9491819015444,5.02,19,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.978021978022
"39",49.8581418581419,50.041958041958,0.0999000999000999,72.008,49.9114887776601,5.02,19.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.8581418581419
"40",49.8281718281718,50.0719280719281,0.0999000999000999,70.914,49.8931295844149,5,20,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.8281718281718
"41",49.96003996004,49.9400599400599,0.0999000999000999,69.534,49.8952721755301,5,20.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.96003996004
"42",49.5304695304695,50.3696303696304,0.0999000999000999,68.076,49.914900650549,5,21,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.5304695304695
"43",49.7182817182817,50.1818181818182,0.0999000999000999,66.908,49.877647106491,5,21.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.7182817182817
"44",49.8801198801199,50.01998001998,0.0999000999000999,65.534,49.8960575278271,5,22,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.8801198801199
"45",49.4885114885115,50.4115884115884,0.0999000999000999,64.174,49.9099987095063,5,22.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.4885114885115
"46",50.4635364635365,49.4365634365634,0.0999000999000999,62.7,49.9055975899556,5,23,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.4635364635365
"47",49.99000999001,49.9100899100899,0.0999000999000999,60.948,49.9001259025994,5,23.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.99000999001
"48",50.1538461538462,49.7462537462537,0.0999000999000999,60,49.9167089473537,5,24,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1538461538462
"49",49.6263736263736,50.2737262737263,0.0999000999000999,58.048,49.8932215601153,5,24.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.6263736263736
"50",49.948051948052,49.952047952048,0.0999000999000999,57.08,49.9198338063045,5,25,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.948051948052
"51",50.2037962037962,49.6963036963037,0.0999000999000999,55.62,49.8986380430037,5,25.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.2037962037962
"52",49.948051948052,49.952047952048,0.0999000999000999,54.008,49.8969736590845,5,26,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.948051948052
"53",49.8441558441558,50.0559440559441,0.0999000999000999,52.628,49.8947204316051,5,26.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.8441558441558
"54",50.2737262737263,49.6263736263736,0.0999000999000999,51.418,49.8966047339145,5,27,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.2737262737263
"55",50.1958041958042,49.7042957042957,0.0999000999000999,50.984,49.905625014877,5,27.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1958041958042
"56",50.2497502497502,49.6503496503497,0.0999000999000999,51.672,49.8897009040168,5,28,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.2497502497502
"57",49.984015984016,49.9160839160839,0.0999000999000999,52.784,49.9021143847527,5,28.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.984015984016
"58",49.954045954046,49.9460539460539,0.0999000999000999,54.426,49.8781805006909,5,29,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.954045954046
"59",50.3456543456544,49.5544455544456,0.0999000999000999,55.418,49.8989699254743,5,29.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.3456543456544
"60",50.1698301698302,49.7302697302698,0.0999000999000999,56.478,49.9087336046627,5,30,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.1698301698302
"61",49.8161838161838,50.0839160839161,0.0999000999000999,58.074,49.8841049810484,5,30.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.8161838161838
"62",50.0939060939061,49.8061938061938,0.0999000999000999,58.854,49.8979622774312,5,31,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.0939060939061
"63",49.5464535464536,50.3536463536464,0.0999000999000999,60.37,49.8920974358758,5,31.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",49.5464535464536
"64",50.035964035964,49.8641358641359,0.0999000999000999,61.412,49.8831730058387,5,32,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.035964035964
"65",50.03996003996,49.8601398601399,0.0999000999000999,62.172,49.884681336833,5,32.5,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.03996003996
"66",50.037962037962,49.8621378621379,0.0999000999000999,63.312,49.8850464941041,5,33,"Neutral","1.0 (100% propagation)","0.5","Opinion_A",50.037962037962
